,samples,backend,num_executions,sampling_time_mean,sampling_time_std,metropolis_time_mean,metropolis_time_std,total_time_mean,total_time_std
0,100,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
1,100,cmsgen,3,21.574323892593384,0.7476951229332127,0.014089663823445639,0.0009695302455267992,21.58841355641683,0.7479001570680888
2,100,megasampler,3,600.0246897538503,0.03491658474674917,0.003921667734781901,0.005546075697649538,600.0286114215851,0.0404626604443987
3,500,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
4,500,cmsgen,3,39.64708638191223,1.0028066188491278,0.02092130978902181,0.0003555556413192181,39.668007691701256,1.0026304231234464
5,500,megasampler,3,600.0,0.0,0.0,0.0,600.0,0.0
6,1000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
7,1000,cmsgen,3,62.107876221338906,2.0888680713379473,0.031743526458740234,0.0006884948178977681,62.139619747797646,2.088581032928702
8,1000,megasampler,3,600.0,0.0,0.0,0.0,600.0,0.0
9,3000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
10,3000,cmsgen,3,151.3061205546061,3.88824046973027,0.09499740600585938,0.005346094970506338,151.40111796061197,3.8874216429476913
11,3000,megasampler,3,600.0,0.0,0.0,0.0,600.0,0.0
12,7000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
13,7000,cmsgen,3,332.08800109227496,4.6961085876491495,0.23622584342956543,0.0030753385262921695,332.32422693570453,4.693065780824981
14,7000,megasampler,3,600.0,0.0,0.0,0.0,600.0,0.0
