,samples,backend,num_executions,sampling_time_mean,sampling_time_std,metropolis_time_mean,metropolis_time_std,total_time_mean,total_time_std
0,100,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
1,100,cmsgen,3,14.808138211568197,0.2254620715869244,0.014138301213582357,0.0004201056390501502,14.822276512781778,0.22587999783735982
2,100,megasampler,3,5.670379400253296,0.039780693260881225,0.01335453987121582,0.00018568027103174083,5.683733940124512,0.039957231155484774
3,500,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
4,500,cmsgen,3,25.44325311978658,0.28581693745946146,0.04192662239074707,0.02696760078701607,25.485179742177326,0.2951667831890453
5,500,megasampler,3,45.242539405822754,0.28424078439797706,0.021380503972371418,0.00034315197355740037,45.26391990979513,0.28430433777795067
6,1000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
7,1000,cmsgen,3,36.689010540644325,0.958066473679322,0.0368658701578776,0.0007596518875785554,36.72587641080221,0.9587410969869157
8,1000,megasampler,3,88.54785720507304,0.5382620561123147,0.0319826602935791,0.001674281068245533,88.57983986536662,0.5374069194269588
9,3000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
10,3000,cmsgen,3,83.50675741831462,1.1002278042812406,0.10062074661254883,0.0008763058144587114,83.60737816492717,1.1002750927730534
11,3000,megasampler,3,269.1438177426656,0.1853029010060326,0.10270531972249348,0.012638183541120526,269.2465230623881,0.1764005629028036
12,7000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
13,7000,cmsgen,3,178.48119282722473,2.8252569148266784,0.2634603977203369,0.002807664725041147,178.74465322494507,2.822877390697976
14,7000,megasampler,3,600.0581417878469,0.08222490491368133,0.0862278938293457,0.12194465690832801,600.1443696816763,0.20416956182200932
