,samples,backend,num_executions,sampling_time_mean,sampling_time_std,metropolis_time_mean,metropolis_time_std,total_time_mean,total_time_std
0,100,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
1,100,cmsgen,3,600.0,0.0,0.0,0.0,600.0,0.0
2,100,megasampler,3,3.1076765060424805,0.0354083548659728,0.012772878011067709,0.00014435049978460304,3.1204493840535483,0.035432805829054725
3,500,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
4,500,cmsgen,3,600.0,0.0,0.0,0.0,600.0,0.0
5,500,megasampler,3,30.953816254933674,0.21867184658080435,0.019292910893758137,0.000581075116618953,30.973109165827434,0.21811957356936132
6,1000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
7,1000,cmsgen,3,600.0,0.0,0.0,0.0,600.0,0.0
8,1000,megasampler,3,62.41842611630758,0.4938316258541792,0.03000664710998535,0.00047851232487558694,62.448432763417564,0.4942996443590628
9,3000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
10,3000,cmsgen,3,600.0,0.0,0.0,0.0,600.0,0.0
11,3000,megasampler,3,190.30466334025064,1.3783083877646707,0.10802268981933594,0.031846555935202484,190.41268603006998,1.379388352134578
12,7000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
13,7000,cmsgen,3,600.0,0.0,0.0,0.0,600.0,0.0
14,7000,megasampler,3,452.3530969619751,1.561523892743724,0.21312324206034342,0.0012713289487394164,452.56622020403546,1.5604034516328271
