,samples,backend,num_executions,sampling_time_mean,sampling_time_std,metropolis_time_mean,metropolis_time_std,total_time_mean,total_time_std
0,100,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
1,100,cmsgen,3,11.543797254562378,0.21072269684754022,0.012655337651570639,9.411915445813371e-05,11.55645259221395,0.21069320284092463
2,100,megasampler,3,5.043248335520427,0.035779546806007735,0.01251983642578125,0.0002479145890792796,5.055768171946208,0.035580005623917214
3,500,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
4,500,cmsgen,3,16.96939818064372,0.2398821656385282,0.02309385935465495,0.0022489275306436236,16.99249203999837,0.2418277312674219
5,500,megasampler,3,43.173856337865196,1.0761144846267694,0.020118554433186848,0.0006608967695437912,43.19397489229838,1.0755500582261337
6,1000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
7,1000,cmsgen,3,24.742308298746746,0.5854252920981874,0.03357863426208496,0.0005574033982410422,24.77588693300883,0.5853844061807455
8,1000,megasampler,3,84.47236180305481,0.9058928755586223,0.028990745544433594,0.00040986398251158484,84.50135254859924,0.9062380765533005
9,3000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
10,3000,cmsgen,3,51.9354993502299,1.4438303556331336,0.09656365712483723,0.004537787845240615,52.032063007354736,1.4464715624693372
11,3000,megasampler,3,254.47338048617044,0.9350722887911356,0.09160502751668294,0.006800603662274776,254.56498551368713,0.936846061892154
12,7000,spur,3,600.0,0.0,0.0,0.0,600.0,0.0
13,7000,cmsgen,3,120.16691700617473,2.629938880404573,0.23082939783732095,0.0017758991109490235,120.39774640401204,2.630804584007911
14,7000,megasampler,3,599.3190310001373,1.130895869240188,0.14972670873006186,0.10607074359541961,599.4687577088674,1.0961175775485286
